id,site_id,timestamp,irradiance_wm2,temperature_c,cloud_cover,rainfall_mm,source,is_fixture,quality_flags_json
wx_site_b_20260620_10,site_b,2026-06-20T10:00:00+08:00,651.6,31.5,0.2,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_b_20260620_11,site_b,2026-06-20T11:00:00+08:00,798,32.3,0.2,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_b_20260620_12,site_b,2026-06-20T12:00:00+08:00,890.1,32.8,0.2,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_b_20260620_13,site_b,2026-06-20T13:00:00+08:00,921.5,33,0.2,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_b_20260620_14,site_b,2026-06-20T14:00:00+08:00,890.1,32.8,0.2,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_b_20260620_15,site_b,2026-06-20T15:00:00+08:00,798,32.3,0.2,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_b_20260620_16,site_b,2026-06-20T16:00:00+08:00,651.6,31.5,0.2,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_b_20260620_17,site_b,2026-06-20T17:00:00+08:00,460.8,30.5,0.2,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_b_20260620_18,site_b,2026-06-20T18:00:00+08:00,238.5,29.3,0.2,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_b_20260621_08,site_b,2026-06-21T08:00:00+08:00,245.9,29.3,0.2,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_b_20260621_09,site_b,2026-06-21T09:00:00+08:00,475,30.5,0.2,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_b_20260621_10,site_b,2026-06-21T10:00:00+08:00,671.8,31.5,0.2,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_b_20260621_11,site_b,2026-06-21T11:00:00+08:00,822.7,32.3,0.2,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_b_20260621_12,site_b,2026-06-21T12:00:00+08:00,917.6,32.8,0.2,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_b_20260621_13,site_b,2026-06-21T13:00:00+08:00,950,33,0.2,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_b_20260621_14,site_b,2026-06-21T14:00:00+08:00,917.6,32.8,0.2,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_b_20260621_15,site_b,2026-06-21T15:00:00+08:00,822.7,32.3,0.2,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_b_20260621_16,site_b,2026-06-21T16:00:00+08:00,671.8,31.5,0.2,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_b_20260621_17,site_b,2026-06-21T17:00:00+08:00,475,30.5,0.2,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_b_20260621_18,site_b,2026-06-21T18:00:00+08:00,245.9,29.3,0.2,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260618_08,site_c,2026-06-18T08:00:00+08:00,241,29.3,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260618_09,site_c,2026-06-18T09:00:00+08:00,465.5,30.5,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260618_10,site_c,2026-06-18T10:00:00+08:00,658.4,31.5,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260618_11,site_c,2026-06-18T11:00:00+08:00,806.2,32.3,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260618_12,site_c,2026-06-18T12:00:00+08:00,899.2,32.8,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260618_13,site_c,2026-06-18T13:00:00+08:00,931,33,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260618_14,site_c,2026-06-18T14:00:00+08:00,899.2,32.8,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260618_15,site_c,2026-06-18T15:00:00+08:00,806.2,32.3,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260618_16,site_c,2026-06-18T16:00:00+08:00,658.4,31.5,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260618_17,site_c,2026-06-18T17:00:00+08:00,465.5,30.5,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260618_18,site_c,2026-06-18T18:00:00+08:00,241,29.3,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260619_08,site_c,2026-06-19T08:00:00+08:00,248.4,29.3,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260619_09,site_c,2026-06-19T09:00:00+08:00,479.8,30.5,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260619_10,site_c,2026-06-19T10:00:00+08:00,678.5,31.5,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260619_11,site_c,2026-06-19T11:00:00+08:00,830.9,32.3,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260619_12,site_c,2026-06-19T12:00:00+08:00,926.8,32.8,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260619_13,site_c,2026-06-19T13:00:00+08:00,959.5,33,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260619_14,site_c,2026-06-19T14:00:00+08:00,926.8,32.8,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260619_15,site_c,2026-06-19T15:00:00+08:00,830.9,32.3,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260619_16,site_c,2026-06-19T16:00:00+08:00,678.5,31.5,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260619_17,site_c,2026-06-19T17:00:00+08:00,479.8,30.5,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260619_18,site_c,2026-06-19T18:00:00+08:00,248.4,29.3,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260620_08,site_c,2026-06-20T08:00:00+08:00,238.5,29.3,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260620_09,site_c,2026-06-20T09:00:00+08:00,460.8,30.5,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260620_10,site_c,2026-06-20T10:00:00+08:00,651.6,31.5,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260620_11,site_c,2026-06-20T11:00:00+08:00,798,32.3,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260620_12,site_c,2026-06-20T12:00:00+08:00,890.1,32.8,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260620_13,site_c,2026-06-20T13:00:00+08:00,921.5,33,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260620_14,site_c,2026-06-20T14:00:00+08:00,890.1,32.8,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260620_15,site_c,2026-06-20T15:00:00+08:00,798,32.3,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260620_16,site_c,2026-06-20T16:00:00+08:00,651.6,31.5,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260620_17,site_c,2026-06-20T17:00:00+08:00,460.8,30.5,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260620_18,site_c,2026-06-20T18:00:00+08:00,238.5,29.3,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260621_08,site_c,2026-06-21T08:00:00+08:00,245.9,29.3,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260621_09,site_c,2026-06-21T09:00:00+08:00,475,30.5,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260621_10,site_c,2026-06-21T10:00:00+08:00,671.8,31.5,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260621_11,site_c,2026-06-21T11:00:00+08:00,822.7,32.3,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260621_12,site_c,2026-06-21T12:00:00+08:00,917.6,32.8,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260621_13,site_c,2026-06-21T13:00:00+08:00,950,33,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260621_14,site_c,2026-06-21T14:00:00+08:00,917.6,32.8,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260621_15,site_c,2026-06-21T15:00:00+08:00,822.7,32.3,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260621_16,site_c,2026-06-21T16:00:00+08:00,671.8,31.5,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260621_17,site_c,2026-06-21T17:00:00+08:00,475,30.5,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260621_18,site_c,2026-06-21T18:00:00+08:00,245.9,29.3,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
